policy,task_id,workload,seed,actions,success,expected_success,cost,latency_s,retries,route_valid,within_cost_budget,within_latency_budget,confidence,rationale,failure_mode
adaptive,research-034,research,0,delegate|use_tool|verify|answer,False,0.8831297088663901,4.756,34.8,0,True,True,True,0.8094941773017889,task-level needs with budgeted composition and recovery,task_failure
adaptive,research-035,research,0,use_tool|delegate|verify|answer,True,0.799018223829463,5.084,37.2,0,True,True,True,0.7855618027086596,task-level needs with budgeted composition and recovery,
adaptive,research-036,research,0,decompose|answer,True,0.7787325226496983,1.2,7.5,0,True,True,True,0.6721775124205367,task-level needs with budgeted composition and recovery,
adaptive,research-037,research,0,decompose|use_tool|delegate|answer,True,0.9779007679603026,4.266,30.78,0,True,True,True,0.7656951173009715,task-level needs with budgeted composition and recovery,
adaptive,research-038,research,0,decompose|use_tool|verify|answer,True,0.8648678825267405,3.48,23.78,0,True,True,True,0.781096916380904,task-level needs with budgeted composition and recovery,
adaptive,research-039,research,0,decompose|use_tool|delegate|answer,True,0.7723609234548818,4.898,35.34,0,True,True,True,0.7511739458337029,task-level needs with budgeted composition and recovery,
adaptive,research-040,research,0,decompose|verify|answer,True,0.867239381591479,1.9,12.5,0,True,True,True,0.7091233037268461,task-level needs with budgeted composition and recovery,
adaptive,research-041,research,0,use_tool|answer,False,0.7138185441726524,1.89,12.96,0,True,True,True,0.0,task-level needs with budgeted composition and recovery,task_failure
adaptive,research-042,research,0,delegate|use_tool|verify|answer,True,0.7740406716997869,4.756,34.8,0,True,True,True,0.6636002639123625,task-level needs with budgeted composition and recovery,
adaptive,research-043,research,0,use_tool|delegate|verify|answer,True,0.7049437627123479,5.084,37.2,0,True,True,True,0.7040537169165422,task-level needs with budgeted composition and recovery,
adaptive,research-044,research,0,use_tool|answer,False,0.8023259585256883,1.75,12.0,0,True,True,True,0.0,task-level needs with budgeted composition and recovery,task_failure
adaptive,research-045,research,0,decompose|use_tool|verify|answer,False,0.928328131695238,3.834,27.54,1,True,True,True,0.7704015624652255,task-level needs with budgeted composition and recovery,task_failure
adaptive,research-046,research,0,use_tool|delegate|verify|answer,True,0.8457124775903136,5.394,40.6,1,True,True,True,0.7912819214802248,task-level needs with budgeted composition and recovery,
adaptive,research-047,research,0,decompose|use_tool|verify|answer,True,0.8487128641643057,3.72,25.42,0,True,True,True,0.8777527559946225,task-level needs with budgeted composition and recovery,
adaptive,research-048,research,0,use_tool|delegate|answer,True,0.98,3.4,25.0,0,True,True,True,0.793649570032765,task-level needs with budgeted composition and recovery,
adaptive,research-049,research,0,decompose|use_tool|verify|answer,True,0.98,3.24,22.14,0,True,True,True,0.8114317343089358,task-level needs with budgeted composition and recovery,
adaptive,research-050,research,0,use_tool|answer,True,0.6858449326823111,2.03,13.92,0,True,True,True,0.8949032250010301,task-level needs with budgeted composition and recovery,
adaptive,research-051,research,0,decompose|use_tool|verify|answer,True,0.8354659386200218,3.72,25.42,0,True,True,True,0.8683821663811336,task-level needs with budgeted composition and recovery,
adaptive,research-052,research,0,decompose|use_tool|answer,True,0.98,2.3,15.5,0,True,True,True,0.8232801806610232,task-level needs with budgeted composition and recovery,
adaptive,research-053,research,0,decompose|use_tool|verify|answer,True,0.98,3.24,22.14,0,True,True,True,0.8492561918636924,task-level needs with budgeted composition and recovery,
adaptive,research-054,research,0,decompose|use_tool|verify|answer,True,0.9252727090705691,3.48,23.78,0,True,True,True,0.8769028860760021,task-level needs with budgeted composition and recovery,
adaptive,research-055,research,0,decompose|use_tool|verify|answer,True,0.7052487586687666,3.72,25.42,0,True,True,True,0.6936750490818673,task-level needs with budgeted composition and recovery,
adaptive,research-056,research,0,use_tool|answer,True,0.8161923477244115,1.75,12.0,0,True,True,True,0.6926556243986135,task-level needs with budgeted composition and recovery,
adaptive,research-057,research,0,use_tool|verify|answer,True,0.8875589678023514,2.646,18.36,0,True,True,True,0.8245076233383799,task-level needs with budgeted composition and recovery,
adaptive,research-058,research,0,decompose|delegate|use_tool|answer,True,0.8912995200829618,4.582,33.06,0,True,True,True,0.7631282357282182,task-level needs with budgeted composition and recovery,
adaptive,research-059,research,0,delegate|use_tool|verify|answer,True,0.8466536597280485,5.084,37.2,0,True,True,True,0.8750943879751306,task-level needs with budgeted composition and recovery,
adaptive,document_processing-000,document_processing,0,verify|answer,True,0.7770136565479953,1.35,9.0,0,True,True,True,0.7661183419571551,task-level needs with budgeted composition and recovery,
adaptive,document_processing-001,document_processing,0,verify|answer,True,0.6571517287029182,1.458,9.72,0,True,True,True,0.6625192785204637,task-level needs with budgeted composition and recovery,
adaptive,document_processing-002,document_processing,0,decompose|use_tool|verify|answer,False,0.7302620685954123,4.118,29.58,1,True,True,True,0.6618042842329853,task-level needs with budgeted composition and recovery,task_failure
adaptive,document_processing-003,document_processing,0,use_tool|verify|answer,False,0.6744128651074859,3.72,27.28,1,True,True,True,0.8838879993960613,task-level needs with budgeted composition and recovery,task_failure
adaptive,document_processing-004,document_processing,0,verify|answer,True,0.7591540742514502,1.35,9.0,0,True,True,True,0.6681747571895875,task-level needs with budgeted composition and recovery,
adaptive,document_processing-005,document_processing,0,use_tool|verify|answer,True,0.8182365739797911,2.646,18.36,0,True,True,True,0.7263177688172173,task-level needs with budgeted composition and recovery,
adaptive,document_processing-006,document_processing,0,use_tool|verify|answer,False,0.6821420106829394,2.842,19.72,0,True,True,True,0.6021374140365556,task-level needs with budgeted composition and recovery,task_failure
adaptive,document_processing-007,document_processing,0,execute_code|verify|answer,True,0.6667179855967529,3.348,23.56,0,True,True,True,0.6814278366048487,task-level needs with budgeted composition and recovery,
adaptive,document_processing-008,document_processing,0,use_tool|answer,True,0.8336646066625123,1.75,12.0,0,True,True,True,0.7077006581760839,task-level needs with budgeted composition and recovery,
adaptive,document_processing-009,document_processing,0,verify|answer,True,0.6609547793799709,1.458,9.72,0,True,True,True,0.7436707486051669,task-level needs with budgeted composition and recovery,
adaptive,document_processing-010,document_processing,0,execute_code|verify|answer,True,0.7741279473486211,3.132,22.04,0,True,True,True,0.7909456484572108,task-level needs with budgeted composition and recovery,
adaptive,document_processing-011,document_processing,0,use_tool|execute_code|verify|answer,True,0.9179213327127661,4.712,33.48,0,True,True,True,0.903491546469683,task-level needs with budgeted composition and recovery,
adaptive,document_processing-012,document_processing,0,decompose|answer,True,0.7716298050405107,1.2,7.5,0,True,True,True,0.0,task-level needs with budgeted composition and recovery,
adaptive,document_processing-013,document_processing,0,verify|answer,False,0.6854544283764248,1.458,9.72,0,True,True,True,0.8128518690455979,task-level needs with budgeted composition and recovery,task_failure
adaptive,document_processing-014,document_processing,0,use_tool|answer,True,0.6324334871467637,2.03,13.92,0,True,True,True,0.6758465858687082,task-level needs with budgeted composition and recovery,
adaptive,document_processing-015,document_processing,0,use_tool|verify|answer,True,0.619853975528466,3.72,27.28,1,True,True,True,0.7349651142272033,task-level needs with budgeted composition and recovery,
adaptive,document_processing-016,document_processing,0,verify|answer,False,0.7553678651427235,1.35,9.0,0,True,True,True,0.0,task-level needs with budgeted composition and recovery,task_failure
adaptive,document_processing-017,document_processing,0,use_tool|answer,True,0.7160552694524083,1.89,12.96,0,True,True,True,0.6855704093559766,task-level needs with budgeted composition and recovery,
adaptive,document_processing-018,document_processing,0,use_tool|execute_code|verify|answer,True,0.9557921912512305,4.408,31.32,0,True,True,True,0.8284521587960266,task-level needs with budgeted composition and recovery,
adaptive,document_processing-019,document_processing,0,decompose|use_tool|verify|answer,True,0.7287743474763719,3.72,25.42,0,True,True,True,0.6817531837107859,task-level needs with budgeted composition and recovery,
adaptive,document_processing-020,document_processing,0,use_tool|verify|answer,True,0.9362007243042239,2.45,17.0,0,True,True,True,0.740638271116816,task-level needs with budgeted composition and recovery,
adaptive,document_processing-021,document_processing,0,use_tool|answer,True,0.7413606031630363,1.89,12.96,0,True,True,True,0.7337912339033691,task-level needs with budgeted composition and recovery,
adaptive,document_processing-022,document_processing,0,execute_code|use_tool|verify|answer,True,0.8158332079024773,4.408,31.32,0,True,True,True,0.6484389534972009,task-level needs with budgeted composition and recovery,
adaptive,document_processing-023,document_processing,0,use_tool|verify|answer,True,0.7487251315497793,3.038,21.08,0,True,True,True,0.9442193023985914,task-level needs with budgeted composition and recovery,
adaptive,document_processing-024,document_processing,0,verify|answer,True,0.7450084703194025,1.35,9.0,0,True,True,True,0.0,task-level needs with budgeted composition and recovery,
adaptive,document_processing-025,document_processing,0,verify|answer,False,0.6660753338370053,1.458,9.72,0,True,True,True,0.6663558533053147,task-level needs with budgeted composition and recovery,task_failure
adaptive,document_processing-026,document_processing,0,use_tool|answer,True,0.5935722151395434,2.03,13.92,0,True,True,True,0.5652448305055536,task-level needs with budgeted composition and recovery,
adaptive,document_processing-027,document_processing,0,use_tool|verify|answer,True,0.7064702360975131,3.038,21.08,0,True,True,True,0.826788268607157,task-level needs with budgeted composition and recovery,
adaptive,document_processing-028,document_processing,0,use_tool|verify|answer,True,0.9223361948958347,2.45,17.0,0,True,True,True,0.7243865422946978,task-level needs with budgeted composition and recovery,
adaptive,document_processing-029,document_processing,0,use_tool|answer,False,0.6852805536912444,1.89,12.96,0,True,True,True,0.0,task-level needs with budgeted composition and recovery,task_failure
adaptive,document_processing-030,document_processing,0,use_tool|execute_code|verify|answer,False,0.9056007390182603,4.408,31.32,0,True,True,True,0.7808576310999658,task-level needs with budgeted composition and recovery,task_failure
adaptive,document_processing-031,document_processing,0,verify|answer,False,0.5197683892423618,1.674,11.16,0,True,True,True,0.8947697806972961,task-level needs with budgeted composition and recovery,task_failure
adaptive,document_processing-032,document_processing,0,verify|answer,True,0.7734429749175795,1.35,9.0,0,True,True,True,0.7543034165488773,task-level needs with budgeted composition and recovery,
adaptive,document_processing-033,document_processing,0,verify|answer,True,0.688657611564896,1.458,9.72,0,True,True,True,0.7730963536530052,task-level needs with budgeted composition and recovery,
adaptive,document_processing-034,document_processing,0,use_tool|verify|answer,True,0.7081219071633805,2.842,19.72,0,True,True,True,0.6689157237606218,task-level needs with budgeted composition and recovery,
adaptive,document_processing-035,document_processing,0,use_tool|verify|answer,False,0.6262701078707502,3.038,21.08,0,True,True,True,0.6836418096342494,task-level needs with budgeted composition and recovery,task_failure
adaptive,document_processing-036,document_processing,0,use_tool|verify|answer,True,0.9508614894997504,2.45,17.0,0,True,True,True,0.8108553340264848,task-level needs with budgeted composition and recovery,
adaptive,document_processing-037,document_processing,0,use_tool|execute_code|verify|answer,True,0.98,4.104,29.16,0,True,True,True,0.7447174406987002,task-level needs with budgeted composition and recovery,
adaptive,document_processing-038,document_processing,0,verify|answer,True,0.5840589425201269,1.566,10.44,0,True,True,True,0.8289068727652718,task-level needs with budgeted composition and recovery,
adaptive,document_processing-039,document_processing,0,decompose|use_tool|verify|answer,True,0.8090219756970779,3.72,25.42,0,True,True,True,0.8507478780910009,task-level needs with budgeted composition and recovery,
adaptive,document_processing-040,document_processing,0,verify|answer,False,0.7373701110046261,1.35,9.0,0,True,True,True,0.0,task-level needs with budgeted composition and recovery,task_failure
adaptive,document_processing-041,document_processing,0,verify|answer,False,0.6373023727684967,1.458,9.72,0,True,True,True,0.0,task-level needs with budgeted composition and recovery,task_failure
adaptive,document_processing-042,document_processing,0,use_tool|verify|answer,True,0.719481199584283,3.48,25.52,1,True,True,True,0.7744352478635957,task-level needs with budgeted composition and recovery,
adaptive,document_processing-043,document_processing,0,use_tool|verify|answer,True,0.7154108053248354,3.038,21.08,0,True,True,True,0.832308762115086,task-level needs with budgeted composition and recovery,
adaptive,document_processing-044,document_processing,0,verify|answer,False,0.7845959216591285,1.35,9.0,0,True,True,True,0.8445892599141726,task-level needs with budgeted composition and recovery,task_failure
adaptive,document_processing-045,document_processing,0,use_tool|answer,True,0.717473673567576,1.89,12.96,0,True,True,True,0.0,task-level needs with budgeted composition and recovery,
adaptive,document_processing-046,document_processing,0,decompose|execute_code|verify|answer,True,0.8173150539937845,3.77,26.1,0,True,True,True,0.6969064512105936,task-level needs with budgeted composition and recovery,
adaptive,document_processing-047,document_processing,0,use_tool|delegate|verify|answer,False,0.7456397150194802,5.084,37.2,0,True,True,True,0.7256783608401296,task-level needs with budgeted composition and recovery,task_failure
